id	gene_short_name	num_cells_expressed
LOC105326369	short coiled-coil protein B	12378
LOC105326370	uncharacterized LOC105326370	3230
LOC105326371	hypothetical protein	60
LOC105326372	progesterone-induced-blocking factor 1	6986
LOC105345754	uncharacterized LOC105345754	1370
LOC105326374	transient receptor potential cation channel subfamily M member 2	3106
LOC105334949	zinc finger protein GLIS2	1187
LOC105334948	transcription factor AP-4	11883
LOC117681266	uncharacterized LOC117681266_ncRNA	1
LOC105334947	magnesium transporter NIPA2-like	4634
LOC105334946	magnesium transporter NIPA2	139
LOC105336317	transcription initiation factor TFIID subunit 7-like	6203
LOC105336318	heat shock 70 kDa protein 12A-like	406
LOC105336319	uncharacterized LOC105336319	2851
LOC105336320	heat shock 70 kDa protein 12A	210
LOC105336323	uncharacterized LOC105336323	3
LOC105336321	uncharacterized LOC105336321_ncRNA	2
LOC105336324	uncharacterized LOC105336324	10
LOC105336326	uncharacterized LOC105336326	174
LOC105330295	myb-like protein X	34
LOC105330298	uncharacterized LOC105330298	404
LOC105330299	myosin heavy chain, striated muscle	10374
LOC105330294	uncharacterized LOC105330294	70
LOC105330293	myosin heavy chain, embryonic smooth muscle isoform-like	23
LOC105334863	heat shock 70 kDa protein 12B	39
LOC105329837	putative nuclease HARBI1	4
LOC117681268	uncharacterized LOC117681268	80
LOC105331264	heat shock 70 kDa protein 12A	933
LOC105331265	heat shock 70 kDa protein 12A	17
LOC105331266	heat shock 70 kDa protein 12B	18
LOC105331268	heat shock 70 kDa protein 12B	8
LOC105325224	extracellular matrix protein 3	3256
LOC105325226	uncharacterized protein K04H4.2	2946
LOC105325225	epidermal growth factor-like protein 8	92
LOC105325227	telomerase reverse transcriptase	3326
LOC105325229	dual specificity protein phosphatase 1	198
LOC105325231	dual specificity protein phosphatase 1-B	1127
LOC105325228	dual specificity protein phosphatase 19	905
LOC109617083	dual specificity protein phosphatase 19	845
LOC105325232	uncharacterized LOC105325232	101
LOC105325233	inhibitor of growth protein 1-like	11828
LOC105325234	cilia- and flagella-associated protein 97	7716
LOC105325236	dentin sialophosphoprotein	399
LOC105325235	zinc finger matrin-type protein 2	14838
LOC105325237	protein FAM114A2-like	13253
LOC105325311	sodium- and chloride-dependent taurine transporter	2172
LOC105325312	Tripartite motif-containing protein 3	243
LOC105325238	28S ribosomal protein S18a, mitochondrial	10074
LOC105325240	sodium- and chloride-dependent taurine transporter-like	4436
LOC117681809	uncharacterized LOC117681809_ncRNA	27
LOC105325241	eukaryotic translation initiation factor 5B	14121
LOC105325242	protein sprouty homolog 2	4945
LOC105321820	uncharacterized LOC105321820	10
LOC105321818	triple functional domain protein	1611
LOC105321817	U6 snRNA-associated Sm-like protein LSm5	13555
LOC105321816	probable G-protein coupled receptor 158	102
LOC105321815	heat shock 70 kDa protein 12A	14
LOC117681687	putative nuclease HARBI1	12
LOC105321811	glycine receptor subunit alpha-3	2
LOC105334673	heat shock 70 kDa protein 12A	1
LOC105334668	glycine receptor subunit alpha-3-like	2
LOC105334669	glycine receptor subunit alpha-2	462
LOC105334671	glycine receptor subunit alpha-3	94
LOC105335577	glycine receptor subunit alpha-2	229
LOC105335576	chromosome-associated kinesin KIF4	10477
LOC105335575	ubiquitin-associated domain-containing protein 1	1514
LOC105335574	uncharacterized LOC105335574	1004
LOC105335573	hypothetical protein	215
Trnar-ucg_6		0
LOC105335572	IgGFc-binding protein-like	18
LOC105335571	uncharacterized LOC105335571	345
LOC105334413	galanin receptor type 1-like	6
LOC109619736	uncharacterized LOC109619736	4
LOC105336114	A disintegrin and metalloproteinase with thrombospondin motifs 20	29
LOC105336113	zinc finger MYND domain-containing protein 19	6354
LOC105336112	WD repeat-containing protein 31-like	516
LOC105336111	SID1 transmembrane family member 1-like	1939
LOC105336110	tripartite motif-containing protein 45	35
LOC105336109	nose resistant to fluoxetine protein 6	1337
LOC105332765	uncharacterized LOC105332765	1961
LOC105332764	calcium-binding mitochondrial carrier protein SCaMC-2	8406
LOC105332763	uncharacterized LOC105332763	502
LOC117681834	uncharacterized LOC117681834	10
LOC105332762	uridine-cytidine kinase 2	6793
LOC105332760	surfeit locus protein 1	1040
LOC105332759	prefoldin subunit 6	12523
LOC105332758	uncharacterized LOC105332758	35
LOC105332757	histone-lysine N-methyltransferase EHMT1	164
LOC105318941	uncharacterized LOC105318941	31
LOC105349068	uncharacterized LOC105349068	2
LOC105340791	potassium channel GORK	62
LOC105340790	ankycorbin	1498
LOC105340789	putative ankyrin repeat protein PA3287	65
LOC105340799	growth hormone secretagogue receptor type 1	17
LOC117681836	uncharacterized LOC117681836	3
LOC117680953	uncharacterized LOC117680953	0
LOC105328066	uncharacterized LOC105328066	1
LOC105340798	uncharacterized LOC105340798	1
LOC109618728	uncharacterized LOC109618728_ncRNA	0
LOC105328044	uncharacterized LOC105328044	8
LOC109621048	uncharacterized LOC109621048_ncRNA	0
LOC117681837	uncharacterized LOC117681837_ncRNA	15
LOC105328065	uncharacterized LOC105328065_ncRNA	0
LOC105328043	uncharacterized LOC105328043	5
LOC105328042	uncharacterized LOC105328042	20
LOC105328041	uncharacterized LOC105328041	301
LOC105328040	uncharacterized LOC105328040	2070
LOC105328039	uncharacterized LOC105328039	3987
LOC105328038	uncharacterized LOC105328038	992
LOC105328037	uncharacterized LOC105328037	56
LOC105328036	uncharacterized LOC105328036	4
LOC105328035	uncharacterized LOC105328035	186
LOC105328034	uncharacterized LOC105328034	29
LOC105328033	protocadherin-11 Y-linked	1284
LOC105328032	protocadherin gamma-A11	1449
LOC105334995	protocadherin gamma-A4	2845
LOC105334996	protocadherin beta-13	1759
LOC109619609	uncharacterized LOC109619609_ncRNA	6
LOC105334997	uncharacterized LOC105334997_ncRNA	269
LOC105334998	protocadherin-9	2657
LOC105334999	protocadherin-11 X-linked	2056
LOC105338460	protocadherin beta-12	3020
Trnar-ccu_12		1
LOC105338458	protocadherin-9	3285
LOC105338457	protocadherin gamma-B1	2900
LOC105338461	mucin-5AC	0
LOC117680954	salivary glue protein Sgs-3-like	0
LOC117681839	leucine-rich repeat-containing protein 24-like	0
LOC105338455	platelet glycoprotein Ib alpha chain	2
LOC105338456	immunoglobulin superfamily member 10	13
LOC105338454	nucleolar GTP-binding protein 1	13419
LOC117681840	caltractin	6960
LOC105338453	ceroid-lipofuscinosis neuronal protein 5	435
LOC105338452	COMM domain-containing protein 6	5921
LOC105338450	protocadherin-9	4296
LOC105323916	uncharacterized LOC105323916	9123
LOC105322799	uncharacterized LOC105322799	422
LOC105322800	uncharacterized LOC105322800	1345
Trnai-aau_20		0
LOC105322801	eukaryotic translation initiation factor 5B	3122
LOC105342144	E3 ubiquitin-protein ligase MYCBP2-like	56
LOC117681841	E3 ubiquitin-protein ligase MYCBP2-like	2191
LOC117681842	E3 ubiquitin-protein ligase MYCBP2-like	351
LOC105342162	E3 ubiquitin-protein ligase MYCBP2-like	3991
LOC105342146	tctex1 domain-containing protein 1	4063
LOC105342148	F-box only protein 8	1660
LOC105342151	arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2	2667
LOC105342150	autophagy-related protein 101	4097
LOC105342149	uncharacterized LOC105342149	59
LOC105342152	UPF0686 protein C11orf1	3594
LOC105342153	protein capicua homolog	9004
LOC105342154	neuromedin-U receptor 2	125
LOC117681843	uncharacterized LOC117681843_ncRNA	27
LOC105345652	uncharacterized LOC105345652	172
LOC105342155	uncharacterized LOC105342155	56
LOC105342156	uncharacterized LOC105342156	519
LOC117681844	uncharacterized LOC117681844	118
LOC105342157	uncharacterized LOC105342157	6
LOC105339067	uncharacterized LOC105339067_ncRNA	0
LOC117681845	tyramine receptor 1-like	3
LOC105339066	xaa-Pro aminopeptidase 2	53
Trnae-uuc_1		0
LOC117681846	uncharacterized LOC117681846_ncRNA	13
LOC117681847	uncharacterized LOC117681847_ncRNA	17
LOC109620099	uncharacterized LOC109620099_ncRNA	12
LOC105339065	acetylcholine receptor subunit beta	286
LOC105329024	dipeptidyl aminopeptidase-like protein 6	325
LOC105329023	Golgi reassembly-stacking protein 2	5961
LOC105329022	centromere protein S	6784
LOC105329021	uridine phosphorylase 1-like	2566
LOC105346943	tyrosine-protein phosphatase non-receptor type 23	2345
LOC105330801	epidermal growth factor receptor	198
LOC117681848	uncharacterized LOC117681848_ncRNA	19
LOC105333059	tyrosine-protein phosphatase non-receptor type 23	1220
Egfr	epidermal growth factor receptor	3547
LOC105347115	NEDD4 family-interacting protein 1-like	7999
LOC105347110	zinc finger matrin-type protein 5	3059
LOC105347109	protocadherin-11 X-linked	3734
LOC105347107	protocadherin beta-15	2915
LOC105347106	late histone H2B.L4	3851
LOC105347105	uncharacterized LOC105347105	3215
LOC105347104	protein mesh	742
LOC105331984	protein mesh-like	116
LOC105347114	protein mesh	581
LOC105347102	uncharacterized LOC105347102	16698
LOC105347101	MAGUK p55 subfamily member 6	12353
LOC105347100	beta-sarcoglycan-like	84
LOC105347113	proton channel OtopLc-like	623
LOC105347098	zinc transporter 9	4839
LOC105347097	uncharacterized protein SYNPCC7002_A1628	190
LOC105337427	uncharacterized LOC105337427	521
LOC105318626	uncharacterized LOC105318626	11
LOC105330668	uncharacterized LOC105330668	48
LOC105337527	uncharacterized LOC105337527	487
LOC117681850	uncharacterized LOC117681850_ncRNA	5
LOC105327933	uncharacterized LOC105327933	283
LOC105327934	heat shock 70 kDa protein 12B	277
LOC105327932	neuronal acetylcholine receptor subunit alpha-6	15
LOC105327931	uncharacterized LOC105327931	125
LOC105327930	28S ribosomal protein S2, mitochondrial	3714
LOC105327929	von Willebrand factor A domain-containing protein 2	10
LOC105327928	uncharacterized LOC105327928	8
LOC105327927	zinc finger protein 436	657
LOC105327925	uncharacterized LOC105327925	8
LOC105327926	uncharacterized LOC105327926	4809
LOC117681851	N-acetylneuraminate lyase B-like_partial mRNA	25
LOC105327920	T-box transcription factor TBX20	73
LOC105327950	putative T-box protein 7	730
LOC105328962	T-box transcription factor TBX5-like	1729
LOC105328958	low-density lipoprotein receptor	22
LOC105327918	protein AAR2 homolog	2391
LOC105327949	E3 ubiquitin-protein ligase CBL-B	2049
LOC105342257	TBC1 domain family member 23	4780
LOC105342256	uncharacterized LOC105342256	23
LOC105342255	gastric triacylglycerol lipase	198
LOC117681852	uncharacterized LOC117681852_ncRNA	36
LOC105342254	uncharacterized LOC105342254	3790
LOC105342253	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	93
LOC105342252	uncharacterized LOC105342252	74
LOC105338014	uncharacterized LOC105338014	667
LOC105338012	tetraspanin-9-like	1403
LOC105338011	tetraspanin-9	4280
LOC105338010	tetraspanin-1	369
LOC105338008	sodium/potassium-transporting ATPase subunit alpha	18146
LOC105338019	uncharacterized LOC105338019	1023
LOC105346012	glycogen synthase kinase-3 beta	13351
LOC105346013	uncharacterized LOC105346013	1530
LOC105346014	tripartite motif-containing protein 2	67
LOC105346015	aminoacyl tRNA synthase complex-interacting multifunctional protein 1	8025
LOC105346017	ganglioside GM2 activator	49
LOC105346018	ganglioside GM2 activator-like	127
LOC105346019	ganglioside GM2 activator	6434
LOC105339142	patched domain-containing protein 3	48
LOC105339141	leucine-rich repeat-containing protein 59	12937
LOC105339140	mitochondrial import inner membrane translocase subunit Tim16	5235
LOC105339137	heat shock 70 kDa protein 12B	21
LOC105339139	uncharacterized LOC105339139	137
LOC105339136	transcriptional regulator ATRX	15282
LOC105339135	SLAIN motif-containing protein 2	8037
LOC105339134	fibrinogen C domain-containing protein 1	16
LOC105339133	uncharacterized LOC105339133	9
LOC105339132	uncharacterized LOC105339132	20
LOC105339130	uncharacterized RING finger protein ECU07_0330	982
LOC105329869	uncharacterized LOC105329869_ncRNA	90
LOC105329870	uncharacterized LOC105329870_ncRNA	10
LOC105329872	ovomucoid	376
LOC105329873	gamma-aminobutyric acid type B receptor subunit 2	1274
LOC105329874	protein app1	175
LOC105344738	uncharacterized LOC105344738	1
LOC105344747	uncharacterized LOC105344747	76
LOC117681854	uncharacterized LOC117681854_ncRNA	165
LOC117681853	uncharacterized LOC117681853_ncRNA	0
LOC105325083	uncharacterized LOC105325083	80
LOC117681855	uncharacterized LOC117681855	0
LOC105325091	uncharacterized LOC105325091	2
LOC117680588	uncharacterized LOC117680588	22
LOC105334353	mitochondrial import receptor subunit TOM40 homolog 1	9257
LOC105334354	coatomer subunit delta	13589
LOC105334357	uncharacterized LOC105334357	264
LOC105334355	uncharacterized LOC105334355	5476
LOC105337131	uncharacterized LOC105337131_ncRNA	1
LOC105334360	phytanoyl-CoA dioxygenase domain-containing protein 1	969
LOC105334359	vang-like protein 2	10237
LOC105334361	archaemetzincin-2	821
LOC105334363	monocarboxylate transporter 9	3474
LOC105334364	ABC transporter G family member 20	1184
LOC105334365	retinoic acid receptor RXR-alpha-B	5481
LOC105334367	ribose-5-phosphate isomerase	2843
LOC105334368	zinc finger and SCAN domain-containing protein 2	8725
LOC105334369	ANK repeat-containing protein nipk-1-like	3294
LOC105334372	zinc finger protein 208-like	8094
LOC105334370	muscle M-line assembly protein unc-89	995
LOC117681856	HMG-Y-related protein B-like	2132
LOC117680981	zinc finger protein 658-like	4
LOC117681857	muscle M-line assembly protein unc-89-like	39
LOC117681858	uncharacterized LOC117681858	248
LOC105334373	PR domain zinc finger protein 5	11933
LOC117681859	mucin-22-like	443
LOC105338068	COMM domain-containing protein 5	4877
LOC105346493	LON peptidase N-terminal domain and RING finger protein 3	4605
LOC105346492	uncharacterized LOC105346492	1805
LOC105336689	exocyst complex component 1	800
LOC105336791	probable G-protein coupled receptor B0563.6	9
LOC117681860	uncharacterized LOC117681860	36
LOC105336675	uncharacterized LOC105336675	784
LOC105336651	uncharacterized LOC105336651	23
LOC105336645	uncharacterized LOC105336645	320
LOC105343652	complement C1q-like protein 4	94
LOC105343646	nucleoporin p54	6204
LOC105343645	glyoxylate reductase/hydroxypyruvate reductase	521
LOC105343644	uncharacterized LOC105343644	1833
LOC105343651	multimerin-2	2
LOC105343641	adiponectin	0
LOC105343639	multimerin-2	60
LOC105343637	complement C1q tumor necrosis factor-related protein 2	5
LOC105343642	cerebellin-2-like	36
LOC105343643	complement C1q tumor necrosis factor-related protein 7	20
LOC105343649	multimerin-2-like	83
LOC105343636	acylglycerol kinase, mitochondrial	6015
LOC105343635	cell wall protein PRY3	6221
LOC105343634	uncharacterized LOC105343634	9
LOC105343630	uncharacterized LOC105343630	138
LOC105343631	macrophage migration inhibitory factor	24
LOC117681862	deleted in malignant brain tumors 1 protein-like	8
LOC117680982	uncharacterized LOC117680982	1
LOC117681863	uncharacterized LOC117681863	1271
LOC117681864	uncharacterized LOC117681864	5
LOC105345756	uncharacterized LOC105345756	1028
LOC105345758	calcium load-activated calcium channel	8562
LOC105345755	lachesin	15203
LOC105345766	arylsulfatase B	600
LOC105341749	arylsulfatase B	49
LOC105341822	uncharacterized LOC105341822	16
LOC117680983	uncharacterized LOC117680983	0
LOC117681866	uncharacterized LOC117681866	8
LOC105320794	uncharacterized LOC105320794	169
LOC109617694	uncharacterized LOC109617694	9
LOC105320792	uncharacterized LOC105320792	1377
LOC105320806	DC-STAMP domain-containing protein 2	20
LOC105320791	dnaJ homolog subfamily C member 27-A	2728
LOC105320790	dnaJ homolog subfamily C member 22	2885
LOC105320789	uncharacterized LOC105320789	11
LOC105320787	hemicentin-1	39
LOC105320786	cytochrome P450 3A24	213
LOC105320785	cytochrome P450 3A9	30
LOC105320784	uncharacterized LOC105320784	7471
LOC105320783	neural proliferation differentiation and control protein 1	9014
LOC105320782	uncharacterized LOC105320782	2770
LOC109617693	uncharacterized LOC109617693	53
LOC105320781	uncharacterized LOC105320781	9
LOC105320780	band 7 protein AAEL010189	8077
LOC105320776	mechanosensory protein 2	9537
LOC105320778	band 7 protein AGAP004871	319
LOC105320779	band 7 protein AGAP004871	997
LOC105338463	protein phosphatase 1 regulatory subunit 16A	1982
LOC105338464	ADAM 17-like protease	2225
LOC105338465	organic cation transporter protein	843
LOC105338466	spore coat protein SP96	835
LOC105338468	interleukin-1 receptor accessory protein-like 1-A	95
LOC105338469	uncharacterized LOC105338469	1070
LOC105323743	arylsulfatase B	232
LOC105331350	putative uncharacterized protein YHR219W	581
LOC105331348	uncharacterized LOC105331348	105
LOC117681867	uncharacterized LOC117681867	65
LOC105331347	suppressor protein SRP40	3728
LOC105331346	fibrinolytic enzyme, isozyme C	15
LOC109619126	uncharacterized LOC109619126_ncRNA	11
LOC105331345	B-cell lymphoma/leukemia 10-like	871
LOC105331344	Sjoegren syndrome nuclear autoantigen 1	8993
